,lat,lon,type
2414,35.18238889,127.5990278,산림
2415,35.18127778,127.6136111,산림
2416,35.17980556,127.6137222,산림
2417,35.20697222,127.618,산림
2418,35.20427778,127.6173333,산림
2419,35.19433333,127.6206389,산림
2420,35.19105556,127.6213889,산림
2421,35.17702778,127.5538611,경작지
2422,35.19736111,127.5564722,산림
2423,35.19955556,127.5568056,산림
2424,35.20641667,127.5643889,산림
2425,35.20058333,127.5708611,산림
2426,35.18958333,127.5664444,산림
2427,35.18669444,127.5703611,산림
2428,35.18402778,127.5796944,산림
2429,35.18008333,127.5803056,산림
2430,35.1745,127.5763056,산림
2431,35.16938889,127.5685,경작지
2432,35.16919444,127.5645,경작지
2433,35.22294444,127.60825,산림
2434,35.22880556,127.6131944,산림
2435,35.23455556,127.6187778,산림
2436,35.23897222,127.6172222,산림
2437,35.24519444,127.5987778,산림
2438,35.20858333,127.5881389,산림
2439,35.21219444,127.5871667,산림
2440,35.21908333,127.5876111,산림
2441,35.22669444,127.5863611,산림
2442,35.23047222,127.5866667,산림
2443,35.21775,127.54,산림
2444,35.22105556,127.5334167,산림
2445,35.23366667,127.5359444,산림
2446,35.23766667,127.5247778,산림
2447,35.23183333,127.5165,산림
2448,35.21319444,127.5173333,산림
2449,35.24672222,127.4044444,산림
2450,35.13775,127.4739167,경작지
2451,35.13808333,127.48025,경작지
2452,35.1335,127.4973333,산림
2453,35.13155556,127.4815,산림
2454,35.14780556,127.4796667,산림
2455,35.14627778,127.4772222,산림
2456,35.14722222,127.4725833,산림
2457,35.14919444,127.4718889,산림
2458,35.16019444,127.4871667,산림
2459,35.15727778,127.4766667,산림
2460,35.15383333,127.4243889,산림
2461,35.15716667,127.4214167,산림
2462,35.16072222,127.4221944,산림
2463,35.16288889,127.4438333,산림
2464,35.15905556,127.4425556,산림
2465,35.15466667,127.4430833,산림
2466,35.14822222,127.421,산림
2467,35.14180556,127.4193889,산림
2468,35.14019444,127.4280556,산림
2469,35.13816667,127.4275833,산림
2470,35.13158333,127.42975,산림
2471,35.13091667,127.4411389,산림
2472,35.15872222,127.4038056,산림
2473,35.15433333,127.4108611,산림
2474,35.15125,127.4038056,산림
