종명,접수일시,도로유형,도로명
고라니,2022-06-25,고속국도(재정),12
고라니,2022-06-25,고속국도(재정),153
고라니,2022-06-25,고속국도(재정),50
고라니,2022-06-25,고속국도(재정),151
고라니,2022-06-25,고속국도(재정),30
고라니,2022-06-26,고속국도(재정),1
고라니,2022-06-26,고속국도(재정),35
고라니,2022-06-27,고속국도(재정),55
고양이,2022-06-27,고속국도(재정),40
고양이,2022-06-28,고속국도(재정),120
고라니,2022-06-28,고속국도(재정),55
고라니,2022-06-28,고속국도(재정),50
너구리,2022-06-28,고속국도(재정),35
고라니,2022-06-28,고속국도(재정),40
고라니,2022-06-29,고속국도(재정),1
고라니,2022-06-29,고속국도(재정),55
고라니,2022-06-29,고속국도(재정),50
너구리,2022-06-30,고속국도(재정),25
고라니,2022-06-30,고속국도(재정),251
멧돼지,2022-06-30,고속국도(재정),25
고라니,2022-07-01,고속국도(재정),35
고라니,2022-07-01,고속국도(재정),10
고라니,2022-07-01,고속국도(재정),65
고라니,2022-07-01,고속국도(재정),45
멧돼지,2022-07-02,고속국도(재정),12
미동정(포유류),2022-07-02,고속국도(재정),27
고양이,2022-07-02,고속국도(재정),20
고라니,2022-07-02,고속국도(재정),151
고라니,2022-07-02,고속국도(재정),55
고라니,2022-07-02,고속국도(재정),65
너구리,2022-07-03,고속국도(재정),40
미동정(포유류),2022-07-03,고속국도(재정),1
고라니,2022-07-03,고속국도(재정),10
고라니,2022-07-04,고속국도(재정),1
멧돼지,2022-07-04,고속국도(재정),10
고라니,2022-07-04,고속국도(재정),55
고라니,2022-07-04,고속국도(재정),12
미동정(포유류),2022-07-04,고속국도(재정),30
고라니,2022-07-04,고속국도(재정),100
고라니,2022-07-04,고속국도(재정),40
고양이,2022-07-04,고속국도(재정),65
고라니,2022-07-05,고속국도(재정),25
멧돼지,2022-07-05,고속국도(재정),55
고라니,2022-07-05,고속국도(재정),50
고라니,2022-07-06,고속국도(재정),35
고라니,2022-07-06,고속국도(재정),10
미동정(포유류),2022-07-06,고속국도(재정),55
고라니,2022-07-06,고속국도(재정),40
담비,2022-07-06,고속국도(재정),25
고라니,2022-07-06,고속국도(재정),100
고라니,2022-07-06,고속국도(재정),1
오소리,2022-07-06,고속국도(재정),1
고라니,2022-07-07,고속국도(재정),27
고라니,2022-07-07,고속국도(재정),15
고라니,2022-07-08,고속국도(재정),25
고라니,2022-07-08,고속국도(재정),204
고라니,2022-07-08,고속국도(재정),55
고라니,2022-07-08,고속국도(재정),1
고라니,2022-07-09,고속국도(재정),151
고라니,2022-07-09,고속국도(재정),65
고라니,2022-07-09,고속국도(재정),12
고라니,2022-07-10,고속국도(재정),30
너구리,2022-07-10,고속국도(재정),100
고라니,2022-07-10,고속국도(재정),1
고라니,2022-07-10,고속국도(재정),35
고라니,2022-07-11,고속국도(재정),25
미동정(포유류),2022-07-11,고속국도(재정),20
고라니,2022-07-11,고속국도(재정),1
수달,2022-07-11,고속국도(재정),55
고라니,2022-07-12,고속국도(재정),12
수달,2022-07-12,고속국도(재정),15
고라니,2022-07-12,고속국도(재정),55
고라니,2022-07-12,고속국도(재정),35
고라니,2022-07-13,고속국도(재정),1
고라니,2022-07-13,고속국도(재정),100
고라니,2022-07-13,고속국도(재정),20
고라니,2022-07-14,고속국도(재정),10
고양이,2022-07-15,고속국도(재정),15
고라니,2022-07-16,고속국도(재정),1
고라니,2022-07-16,고속국도(재정),35
고라니,2022-07-16,고속국도(재정),45
고라니,2022-07-17,고속국도(재정),251
고라니,2022-07-17,고속국도(재정),45
고라니,2022-07-17,고속국도(재정),30
고라니,2022-07-18,고속국도(재정),
고라니,2022-07-18,고속국도(재정),55
고양이,2022-07-18,고속국도(재정),110
고양이,2022-07-18,고속국도(재정),35
고라니,2022-07-19,고속국도(재정),1
고라니,2022-07-19,고속국도(재정),251
고라니,2022-07-19,고속국도(재정),15
수달,2022-07-19,고속국도(재정),30
고라니,2022-07-19,고속국도(재정),55
고양이,2022-07-20,고속국도(재정),15
고라니,2022-07-21,고속국도(재정),30
고양이,2022-07-21,고속국도(재정),35
고라니,2022-07-22,고속국도(재정),30
고라니,2022-07-22,고속국도(재정),1
고라니,2022-07-22,고속국도(재정),45
고라니,2022-07-22,고속국도(재정),12
고양이,2022-07-22,고속국도(재정),65
고라니,2022-07-23,고속국도(재정),1
고라니,2022-07-23,고속국도(재정),55
멧돼지,2022-07-23,고속국도(재정),12
노루,2022-07-23,고속국도(재정),20
고라니,2022-07-24,고속국도(재정),55
고라니,2022-07-24,고속국도(재정),25
고라니,2022-07-24,고속국도(재정),35
개,2022-07-24,고속국도(재정),37
고라니,2022-07-24,고속국도(재정),50
고라니,2022-07-25,고속국도(재정),35
고양이,2022-07-25,고속국도(재정),55
고라니,2022-07-25,고속국도(재정),1
비둘기,2022-07-26,고속국도(재정),1
개,2022-07-26,고속국도(재정),20
고라니,2022-07-26,고속국도(재정),27
너구리,2022-07-26,고속국도(재정),45
고라니,2022-07-27,고속국도(재정),55
고라니,2022-07-27,고속국도(재정),15
수달,2022-07-27,고속국도(재정),251
너구리,2022-07-28,고속국도(재정),10
오소리,2022-07-28,고속국도(재정),55
고라니,2022-07-29,고속국도(재정),40
개,2022-07-29,고속국도(재정),40
고라니,2022-07-29,고속국도(재정),45
고라니,2022-07-29,고속국도(재정),1
고라니,2022-07-29,고속국도(재정),35
고라니,2022-07-30,고속국도(재정),65
고라니,2022-07-30,고속국도(재정),55
고라니,2022-07-30,고속국도(재정),10
고라니,2022-07-31,고속국도(재정),50
고라니,2022-07-31,고속국도(재정),10
고라니,2022-07-31,고속국도(재정),65
고라니,2022-08-01,고속국도(재정),65
미동정(포유류),2022-08-01,고속국도(재정),1
고양이,2022-08-01,고속국도(재정),55
미동정(포유류),2022-08-02,고속국도(재정),20
고라니,2022-08-02,고속국도(재정),55
고라니,2022-08-02,고속국도(재정),12
오소리,2022-08-02,고속국도(재정),10
고라니,2022-08-04,고속국도(재정),1
삵,2022-08-04,고속국도(재정),50
고라니,2022-08-05,고속국도(재정),251
고라니,2022-08-06,고속국도(재정),12
고양이,2022-08-06,고속국도(재정),55
고라니,2022-08-06,고속국도(재정),30
고라니,2022-08-07,고속국도(재정),55
고라니,2022-08-07,고속국도(재정),27
고라니,2022-08-07,고속국도(재정),12
고라니,2022-08-07,고속국도(재정),35
고라니,2022-08-08,고속국도(재정),1
고라니,2022-08-08,고속국도(재정),55
고라니,2022-08-08,고속국도(재정),12
고라니,2022-08-08,고속국도(재정),100
고라니,2022-08-09,고속국도(재정),55
고라니,2022-08-12,고속국도(재정),30
고라니,2022-08-13,고속국도(재정),65
고라니,2022-08-13,고속국도(재정),55
고라니,2022-08-13,고속국도(재정),35
고라니,2022-08-14,고속국도(재정),15
오소리,2022-08-14,고속국도(재정),27
고라니,2022-08-14,고속국도(재정),55
개,2022-08-14,고속국도(재정),100
고라니,2022-08-15,고속국도(재정),15
너구리,2022-08-15,고속국도(재정),600
고라니,2022-08-15,고속국도(재정),12
고라니,2022-08-16,고속국도(재정),12
고라니,2022-08-17,고속국도(재정),55
멧돼지,2022-08-17,고속국도(민자),1000
고라니,2022-08-17,고속국도(재정),50
고라니,2022-08-18,고속국도(재정),55
고라니,2022-08-19,고속국도(재정),35
동박새,2022-08-19,고속국도(재정),110
고라니,2022-08-19,고속국도(재정),110
고라니,2022-08-20,고속국도(재정),52
너구리,2022-08-20,고속국도(재정),30
고라니,2022-08-20,고속국도(재정),12
고라니,2022-08-21,고속국도(재정),50
고라니,2022-08-21,고속국도(재정),55
고라니,2022-08-21,고속국도(재정),12
고라니,2022-08-22,고속국도(재정),451
고라니,2022-08-22,고속국도(재정),15
고라니,2022-08-23,고속국도(재정),25
고라니,2022-08-23,고속국도(민자),100
고라니,2022-08-23,고속국도(재정),27
고라니,2022-08-23,고속국도(재정),52
고양이,2022-08-23,고속국도(재정),50
개,2022-08-23,고속국도(재정),27
고라니,2022-08-24,고속국도(재정),27
고라니,2022-08-24,고속국도(재정),55
미동정(조류),2022-08-25,고속국도(재정),35
멧돼지,2022-08-26,고속국도(재정),20
노루,2022-08-26,고속국도(재정),60
수달,2022-08-26,고속국도(재정),15
고양이,2022-08-27,고속국도(재정),35
노루,2022-08-27,고속국도(재정),55
고라니,2022-08-28,고속국도(재정),10
고라니,2022-08-29,고속국도(재정),50
고라니,2022-08-29,고속국도(재정),15
고라니,2022-08-30,고속국도(재정),55
고라니,2022-08-30,고속국도(재정),10
고라니,2022-09-01,고속국도(재정),50
너구리,2022-09-02,고속국도(재정),110
너구리,2022-09-02,고속국도(재정),65
고양이,2022-09-04,고속국도(재정),35
너구리,2022-09-04,고속국도(재정),35
고라니,2022-09-04,고속국도(재정),25
멧돼지,2022-09-05,고속국도(재정),55
너구리,2022-09-07,고속국도(재정),55
고라니,2022-09-07,고속국도(재정),55
고라니,2022-09-07,고속국도(재정),35
너구리,2022-09-08,고속국도(재정),50
고라니,2022-09-08,고속국도(재정),1
고라니,2022-09-08,고속국도(재정),30
고라니,2022-09-08,고속국도(재정),15
고라니,2022-09-09,고속국도(재정),35
고라니,2022-09-10,고속국도(재정),35
고라니,2022-09-10,고속국도(재정),10
고라니,2022-09-10,고속국도(재정),251
고라니,2022-09-10,고속국도(재정),15
멧돼지,2022-09-11,고속국도(재정),55
고라니,2022-09-11,고속국도(재정),45
멧돼지,2022-09-11,고속국도(재정),12
고라니,2022-09-12,고속국도(재정),15
고라니,2022-09-12,고속국도(재정),35
고양이,2022-09-13,고속국도(재정),100
너구리,2022-09-13,고속국도(재정),35
고라니,2022-09-13,고속국도(재정),65
멧돼지,2022-09-13,고속국도(재정),55
개,2022-09-14,고속국도(재정),55
너구리,2022-09-16,고속국도(재정),30
멧돼지,2022-09-16,고속국도(재정),37
고라니,2022-09-16,고속국도(재정),25
고라니,2022-09-17,고속국도(재정),35
고라니,2022-09-19,고속국도(재정),50
노루,2022-09-19,고속국도(재정),55
고양이,2022-09-19,고속국도(재정),35
너구리,2022-09-20,고속국도(재정),100
고라니,2022-09-20,고속국도(재정),35
멧돼지,2022-09-20,고속국도(재정),15
멧돼지,2022-09-21,고속국도(재정),12
멧돼지,2022-09-22,고속국도(재정),1
꿩,2022-09-22,고속국도(재정),20
너구리,2022-09-23,고속국도(재정),30
고라니,2022-09-23,고속국도(재정),55
고라니,2022-09-23,고속국도(재정),12
고양이,2022-09-23,고속국도(재정),15
고라니,2022-09-24,고속국도(재정),1
너구리,2022-09-25,고속국도(재정),35
고라니,2022-09-25,고속국도(재정),55
미동정(조류),2022-09-26,고속국도(재정),110
고양이,2022-09-26,고속국도(재정),110
고양이,2022-09-26,고속국도(재정),100
너구리,2022-09-26,고속국도(재정),110
너구리,2022-09-26,고속국도(재정),15
고양이,2022-09-26,고속국도(재정),15
개,2022-09-26,고속국도(재정),110
고라니,2022-09-26,고속국도(재정),55
고라니,2022-09-27,고속국도(재정),55
고라니,2022-09-27,고속국도(재정),1
개,2022-09-27,고속국도(재정),45
고라니,2022-09-27,고속국도(재정),15
고라니,2022-09-28,고속국도(재정),55
고라니,2022-09-30,고속국도(재정),1
너구리,2022-09-30,고속국도(재정),65
멧돼지,2022-10-02,고속국도(재정),60
너구리,2022-10-02,고속국도(재정),37
고라니,2022-10-02,고속국도(재정),1
고라니,2022-10-02,고속국도(재정),25
고라니,2022-10-03,고속국도(재정),251
미동정(포유류),2022-10-03,고속국도(재정),55
멧돼지,2022-10-04,고속국도(재정),10
너구리,2022-10-04,고속국도(재정),100
고라니,2022-10-05,고속국도(재정),251
고라니,2022-10-05,고속국도(재정),50
미동정(포유류),2022-10-05,고속국도(재정),15
고라니,2022-10-06,고속국도(재정),35
고라니,2022-10-06,고속국도(재정),1
고라니,2022-10-06,고속국도(재정),40
고라니,2022-10-07,고속국도(재정),37
사슴,2022-10-07,고속국도(재정),104
미동정(포유류),2022-10-08,고속국도(재정),55
고라니,2022-10-08,고속국도(재정),27
미동정(포유류),2022-10-08,고속국도(재정),35
고라니,2022-10-08,고속국도(재정),20
고양이,2022-10-08,고속국도(재정),35
고라니,2022-10-09,고속국도(재정),55
멧돼지,2022-10-11,고속국도(재정),35
고라니,2022-10-11,고속국도(재정),25
고라니,2022-10-12,고속국도(재정),12
고라니,2022-10-13,고속국도(재정),55
고라니,2022-10-15,고속국도(재정),25
고라니,2022-10-15,고속국도(재정),20
너구리,2022-10-16,고속국도(재정),10
고라니,2022-10-16,고속국도(재정),55
고라니,2022-10-16,고속국도(재정),12
고양이,2022-10-16,고속국도(재정),1
고양이,2022-10-16,고속국도(재정),30
고라니,2022-10-16,고속국도(재정),50
고라니,2022-10-17,고속국도(재정),1
고라니,2022-10-17,고속국도(재정),37
고양이,2022-10-17,고속국도(재정),15
멧돼지,2022-10-18,고속국도(재정),12
너구리,2022-10-18,고속국도(재정),37
너구리,2022-10-18,고속국도(재정),55
고양이,2022-10-18,고속국도(재정),30
멧돼지,2022-10-18,고속국도(재정),251
고양이,2022-10-19,고속국도(재정),120
고라니,2022-10-20,고속국도(재정),12
미동정(포유류),2022-10-20,고속국도(재정),451
너구리,2022-10-21,고속국도(민자),200
사슴,2022-10-21,고속국도(재정),1
고양이,2022-10-21,고속국도(재정),1
고라니,2022-10-22,고속국도(재정),12
고라니,2022-10-22,고속국도(재정),251
고라니,2022-10-22,고속국도(재정),25
멧돼지,2022-10-23,고속국도(재정),55
멧돼지,2022-10-23,고속국도(재정),12
고라니,2022-10-23,고속국도(민자),100
고라니,2022-10-23,고속국도(재정),15
고라니,2022-10-23,고속국도(재정),45
