이정,X좌표값,Y좌표값
87.6,35.41177432,127.8665427
87.7,35.41248829,127.8658705
87.8,35.41319973,127.8651944
87.9,35.41391093,127.8645178
88.0,35.41462662,127.8638484
88.1,35.41534158,127.8631778
88.2,35.41605911,127.8625114
88.3,35.41681231,127.861907
88.4,35.41761408,127.8614047
88.5,35.41844952,127.8609928
88.6,35.41931453,127.8606844
88.7,35.42019903,127.8604758
88.8,35.42109361,127.8603803
88.9,35.42199435,127.8603094
89.0,35.42289159,127.8602329
89.1,35.42379195,127.8601542
89.2,35.42469085,127.8600768
89.3,35.42558952,127.8599991
89.4,35.42648848,127.8599187
89.5,35.42738821,127.8598399
89.6,35.42828679,127.8597288
89.7,35.42917681,127.859555
89.8,35.43006306,127.8593549
89.9,35.43094061,127.8591036
90.0,35.4318032,127.8587843
90.1,35.43265004,127.8584074
90.2,35.43348446,127.8579911
90.3,35.43429922,127.8575201
90.4,35.43509548,127.8570043
90.5,35.43587368,127.8564485
90.6,35.43665191,127.8558927
90.7,35.43742738,127.8553312
90.8,35.43820359,127.8547712
90.9,35.43897884,127.8542092
91.0,35.43975331,127.8536456
91.1,35.44052945,127.8530856
91.2,35.44131101,127.8525369
91.3,35.44210573,127.8520172
91.4,35.4429132,127.8515277
91.5,35.44374061,127.8510908
91.6,35.44458196,127.8506959
91.7,35.44543817,127.8503517
91.8,35.44630503,127.85005
91.9,35.44718312,127.8498012
92.0,35.44806806,127.8495922
92.1,35.44896102,127.8494424
92.2,35.44985831,127.8493382
92.3,35.45075807,127.8492733
92.4,35.45165923,127.8492669
92.5,35.45255928,127.8493254
92.6,35.45345614,127.8494348
92.7,35.45434952,127.849581
92.8,35.45524,127.8497509
92.9,35.45612907,127.8499326
93.0,35.45701839,127.8501124
93.1,35.45790781,127.8502915
93.2,35.45879911,127.8504555
93.3,35.4596962,127.8505594
93.4,35.46059729,127.850578
93.5,35.4614968,127.8505122
93.6,35.46238927,127.8503594
93.7,35.46326975,127.8501247
93.8,35.46413357,127.8498107
93.9,35.4649751,127.8494166
94.0,35.46579016,127.8489466
94.1,35.46657415,127.8484035
94.2,35.46732121,127.8477877
94.3,35.46802851,127.847105
94.4,35.4686962,127.8463649
94.5,35.46935471,127.8456125
94.6,35.47001292,127.8448597
94.7,35.47067376,127.8441103
94.8,35.47133601,127.8433627
94.9,35.47199753,127.8426142
95.0,35.4726574,127.8418635
95.1,35.47332107,127.8411179
95.2,35.4739769,127.840362
95.3,35.47461234,127.8395804
95.4,35.47523561,127.8387845
95.5,35.47582977,127.8379561
95.6,35.47638395,127.8370871
95.7,35.47690261,127.8361859
95.8,35.47738589,127.8352559
95.9,35.47783046,127.8342975
96.0,35.47823756,127.8333144
96.1,35.47861805,127.8323154
96.2,35.47898112,127.831307
96.3,35.47932977,127.8302907
96.4,35.4796828,127.8292767
96.5,35.48006053,127.8282762
96.6,35.48043618,127.8272745
96.7,35.48083943,127.826289
96.8,35.48127739,127.8253259
96.9,35.48174754,127.8243857
97.0,35.48224264,127.8234649
97.1,35.48276469,127.8225666
97.2,35.48331475,127.8216935
97.3,35.48388608,127.8208412
97.4,35.48448918,127.8200223
97.5,35.48511566,127.81923
97.6,35.48575959,127.8184591
97.7,35.48642761,127.8177194
97.8,35.48712027,127.8170142
97.9,35.48783527,127.8163432
98.0,35.48856938,127.8157037
98.1,35.48932258,127.8150984
98.2,35.49009329,127.8145269
98.3,35.49087465,127.8139774
98.4,35.4916732,127.8134663
98.5,35.49247128,127.8129539
98.6,35.49326841,127.8124393
98.7,35.4940647,127.8119227
98.8,35.49486159,127.8114076
98.9,35.49565937,127.8108944
99.0,35.49645685,127.8103806
99.1,35.4972549,127.8098682
99.2,35.49804781,127.809344
99.3,35.49885449,127.8088533
99.4,35.49970812,127.8085005
99.5,35.50058454,127.8082442
99.6,35.50147573,127.8080819
99.7,35.5023756,127.8080275
99.8,35.50327547,127.8080867
99.9,35.50417301,127.8081854
100.0,35.5050705,127.8082875
100.1,35.50597102,127.8083341
100.2,35.50687205,127.8083172
100.3,35.50776895,127.8082107
100.4,35.50865499,127.8080105
100.5,35.50952415,127.8077191
100.6,35.51037168,127.8073448
100.7,35.51118746,127.8068764
100.8,35.51197112,127.8063323
100.9,35.51271621,127.8057126
101.0,35.51341857,127.8050221
101.1,35.51406847,127.8042586
101.2,35.51466638,127.8034341
101.3,35.51520639,127.8025518
101.4,35.51568556,127.8016183
101.5,35.51609061,127.8006337
101.6,35.51643903,127.7996173
101.7,35.51671139,127.7985669
101.8,35.51692328,127.7974955
101.9,35.5170872,127.7964115
102.0,35.51724181,127.7953253
102.1,35.51739615,127.7942391
102.2,35.5175497,127.7931526
102.3,35.51770795,127.7920672
102.4,35.51786819,127.7909822
102.5,35.51803619,127.7898991
102.6,35.51824888,127.7888278
102.7,35.51850267,127.78777
102.8,35.5188004,127.7867295
102.9,35.51913792,127.7857072
103.0,35.51951634,127.7847067
103.1,35.51993618,127.7837312
103.2,35.52039403,127.7827816
103.3,35.52089043,127.7818613
103.4,35.5214254,127.780974
103.5,35.52199778,127.7801225
103.6,35.52260359,127.7793061
103.7,35.52324109,127.7785268
103.8,35.52391131,127.7777896
103.9,35.52460588,127.7770871
104.0,35.52532843,127.7764282
104.1,35.52608447,127.7758281
104.2,35.52686042,127.775267
104.3,35.52764408,127.7747222
104.4,35.5284291,127.7741802
104.5,35.52921543,127.7736411
104.6,35.53000093,127.7731002
104.7,35.53078475,127.7725556
104.8,35.53156991,127.7720139
104.9,35.5323573,127.7714771
105.0,35.53314654,127.7709443
105.1,35.533934,127.7704077
105.2,35.53472222,127.7698727
105.3,35.53551124,127.7693394
105.4,35.53629771,127.7688005
105.5,35.53708383,127.7682609
105.6,35.53787148,127.7677246
105.7,35.53865877,127.7671876
105.8,35.53944647,127.7666514
105.9,35.54023031,127.7661068
106.0,35.54101594,127.7655661
106.1,35.5418013,127.7650247
106.2,35.54258671,127.7644835
106.3,35.54336943,127.7639369
106.4,35.54415376,127.7633933
106.5,35.54494149,127.7628571
106.6,35.54573703,127.7623386
106.7,35.54654323,127.7618453
106.8,35.54735862,127.7613752
106.9,35.5481839,127.7609318
107.0,35.54902055,127.7605213
107.1,35.54986351,127.7601307
107.2,35.55071331,127.7597629
107.3,35.55156976,127.759419
107.4,35.55243446,127.7591076
107.5,35.55330636,127.7588278
107.6,35.55418216,127.7585669
107.7,35.55506336,127.7583347
107.8,35.55594941,127.7581322
107.9,35.55683652,127.7579365
108.0,35.55772392,127.7577428
108.1,35.55861055,127.7575438
108.2,35.55949669,127.7573416
108.3,35.56038305,127.757141
108.4,35.56127001,127.7569443
108.5,35.56215741,127.7567505
108.6,35.56304672,127.7565707
108.7,35.56394193,127.7564436
108.8,35.56484139,127.7563727
108.9,35.56574255,127.756353
109.0,35.56664348,127.7563829
109.1,35.56754187,127.7564717
109.2,35.5684354,127.7566159
109.3,35.56932217,127.7568132
109.4,35.57019912,127.7570676
109.5,35.57106291,127.7573824
109.6,35.57191447,127.7577441
109.7,35.57275204,127.7581517
109.8,35.57358924,127.7585607
109.9,35.57442697,127.758968
110.0,35.57526397,127.7593776
110.1,35.57610066,127.7597881
110.2,35.57693653,127.7602011
110.3,35.57777299,127.7606123
110.4,35.57860894,127.7610249
110.5,35.57943237,127.7614736
110.6,35.5802333,127.7619791
110.7,35.58100557,127.7625479
110.8,35.58174767,127.7631738
110.9,35.58245076,127.7638639
111.0,35.58311829,127.7646051
111.1,35.58374322,127.7654001
111.2,35.58434209,127.7662247
111.3,35.5849293,127.767061
111.4,35.58554903,127.7678623
111.5,35.5861992,127.7686262
111.6,35.58688633,127.7693399
111.7,35.58762137,127.769978
111.8,35.58837483,127.7705833
111.9,35.58915898,127.7711271
112.0,35.58997714,127.7715897
112.1,35.59081321,127.7720018
112.2,35.59166772,127.7723514
112.3,35.59254055,127.7726247
112.4,35.59342321,127.7728474
112.5,35.59431891,127.772968
112.6,35.5952189,127.7730266
112.7,35.59612009,127.773018
112.8,35.59701784,127.7729254
112.9,35.59791033,127.7727719
113.0,35.59879596,127.7725669
113.1,35.59967817,127.7723404
113.2,35.60056075,127.772116
113.3,35.60144483,127.7719017
113.4,35.60232855,127.7716844
113.5,35.60321152,127.7714626
113.6,35.60408817,127.7712058
113.7,35.60495768,127.7709161
113.8,35.60581317,127.7705687
113.9,35.60665359,127.77017
114.0,35.60747755,127.7697226
114.1,35.60828592,127.7692345
114.2,35.60907804,127.7687079
114.3,35.60984851,127.7681352
114.4,35.61059579,127.7675182
114.5,35.61131881,127.7668592
114.6,35.6120156,127.7661591
114.7,35.61268558,127.7654208
114.8,35.61332812,127.7646467
114.9,35.61394427,127.7638412
115.0,35.61452807,127.7630004
115.1,35.61508097,127.7621287
115.2,35.61559983,127.7612261
115.3,35.61608667,127.7602973
115.4,35.61656842,127.7593642
115.5,35.61704881,127.7584302
115.6,35.61749863,127.7574737
115.7,35.61788912,127.756479
115.8,35.61819978,127.7554432
115.9,35.61843293,127.7543774
116.0,35.61859247,127.7532913
116.1,35.61866934,127.7521917
116.2,35.61866372,127.751088
116.3,35.61860589,127.7499867
116.4,35.61855717,127.7488848
116.5,35.61856231,127.7477812
116.6,35.61867742,127.746687
116.7,35.61888878,127.7456144
116.8,35.61919096,127.744575
116.9,35.61958651,127.7435837
117.0,35.62007063,127.7426534
117.1,35.62063481,127.7417932
117.2,35.62126916,127.7410096
117.3,35.62196239,127.7403046
117.4,35.62269657,127.7396641
117.5,35.62342495,127.7390139
117.6,35.62410239,127.7382868
117.7,35.62470009,127.7374615
117.8,35.62520585,127.7365486
117.9,35.62561389,127.7355649
118.0,35.62591355,127.7345246
118.1,35.62611313,127.7334485
118.2,35.62620276,127.7323506
118.3,35.6262337,127.7312472
118.4,35.62628973,127.7301456
118.5,35.62642529,127.7290546
118.6,35.62664471,127.7279843
118.7,35.62695991,127.7269504
118.8,35.62735793,127.7259603
118.9,35.62783237,127.7250222
119.0,35.62838019,127.7241459
119.1,35.62896767,127.7233086
119.2,35.62956153,127.722478
119.3,35.63015472,127.7216467
119.4,35.63073473,127.7208018
119.5,35.6312787,127.7199219
119.6,35.63176723,127.7189943
119.7,35.63219617,127.7180238
119.8,35.63256475,127.7170164
119.9,35.63288528,127.7159846
120.0,35.63319221,127.7149464
120.1,35.63349848,127.713908
120.2,35.63380924,127.7128716
120.3,35.63411737,127.711834
120.4,35.63442559,127.7107964
120.5,35.63477287,127.7097782
120.6,35.63520826,127.7088123
120.7,35.63574404,127.7079255
120.8,35.63636217,127.7071231
120.9,35.63705774,127.706422
121.0,35.63781843,127.705831
121.1,35.63863535,127.7053662
121.2,35.6394937,127.7050323
121.3,35.64037565,127.7048062
121.4,35.64126312,127.7046129
121.5,35.64215085,127.7044213
121.6,35.64303846,127.7042289
121.7,35.64392559,127.7040335
121.8,35.64480101,127.7037714
121.9,35.64565206,127.7034096
122.0,35.64646553,127.7029353
122.1,35.64722919,127.7023497
122.2,35.6479364,127.701666
122.3,35.64858176,127.7008958
122.4,35.64915068,127.7000399
122.5,35.64964834,127.6991197
122.6,35.65009181,127.6981584
122.7,35.65052005,127.6971867
122.8,35.65101444,127.6962642
122.9,35.65159806,127.6954236
123.0,35.65225793,127.694672
123.1,35.65296205,127.6939825
123.2,35.65366813,127.6932959
123.3,35.65437236,127.6926065
123.4,35.65506473,127.6918997
123.5,35.65571784,127.6911389
123.6,35.65630421,127.6903007
123.7,35.65682039,127.6893958
123.8,35.65725918,127.6884317
123.9,35.65762826,127.6874245
124.0,35.65793165,127.6863846
124.1,35.65821859,127.6853376
124.2,35.65850233,127.6842893
124.3,35.65878959,127.6832423
124.4,35.65910796,127.6822093
124.5,35.65948875,127.6812087
124.6,35.65993198,127.6802472
124.7,35.66044202,127.6793372
124.8,35.6610112,127.6784814
124.9,35.66163385,127.6776831
125.0,35.66230848,127.6769513
125.1,35.66302259,127.6762773
125.2,35.66373673,127.6756036
125.3,35.66445622,127.6749382
125.4,35.66517694,127.6742749
125.5,35.66589742,127.6736111
125.6,35.66661614,127.6729444
125.7,35.66733643,127.6722803
125.8,35.66805907,127.67162
125.9,35.66877567,127.6709501
126.0,35.66949652,127.6702869
126.1,35.67021739,127.6696237
126.2,35.6709392,127.668962
126.3,35.6716597,127.6682982
126.4,35.67238058,127.6676351
126.5,35.67310899,127.6669844
126.6,35.67385975,127.6663733
126.7,35.67463087,127.6658013
126.8,35.67542397,127.6652779
126.9,35.67624019,127.6648102
127.0,35.67707742,127.6644012
127.1,35.67792835,127.664037
127.2,35.67878374,127.6636887
127.3,35.67963893,127.6633395
127.4,35.68049754,127.6630033
127.5,35.68135342,127.6626567
127.6,35.6822086,127.6623075
127.7,35.68304956,127.6619107
127.8,35.68385602,127.6614181
127.9,35.68462181,127.6608363
128.0,35.68533417,127.6601603
128.1,35.68598182,127.6593926
128.2,35.68656791,127.6585537
128.3,35.68710195,127.6576639
128.4,35.68762043,127.6567601
128.5,35.6881383,127.6558558
128.6,35.68866377,127.6549581
128.7,35.68918555,127.6540571
128.8,35.68970634,127.6531553
128.9,35.69022867,127.6522548
129.0,35.69074853,127.6513521
129.1,35.69126937,127.6504503
129.2,35.69179012,127.6495484
129.3,35.69231024,127.6486459
129.4,35.69283137,127.6477444
129.5,35.69335252,127.6468428
129.6,35.69387362,127.6459412
129.7,35.69439367,127.6450386
129.8,35.69491528,127.6441374
129.9,35.69543598,127.6432354
130.0,35.69595534,127.6423323
130.1,35.69647511,127.6414295
130.2,35.69699643,127.640528
130.3,35.69751774,127.6396265
130.4,35.69803861,127.6387246
130.5,35.69855869,127.637822
130.6,35.69907891,127.6369196
130.7,35.69959921,127.6360172
130.8,35.70012098,127.6351161
130.9,35.70064307,127.6342152
131.0,35.70116421,127.6333136
131.1,35.70168647,127.6324128
131.2,35.70220488,127.6315088
131.3,35.70272654,127.6306075
131.4,35.70325087,127.6297087
131.5,35.70381104,127.6288435
131.6,35.70439996,127.6280077
131.7,35.70501701,127.6272023
131.8,35.70567335,127.6264451
131.9,35.7063519,127.6257176
132.0,35.70703299,127.6249937
132.1,35.70771273,127.6242678
132.2,35.70839381,127.6235439
132.3,35.70907698,127.6228229
132.4,35.70975946,127.6221009
132.5,35.71044346,127.6213811
132.6,35.71112957,127.6206648
132.7,35.71180917,127.6199388
132.8,35.71248735,127.6192107
132.9,35.71316619,127.6184836
133.0,35.71384948,127.6177628
133.1,35.71453305,127.6170423
133.2,35.71521674,127.616322
133.3,35.71589663,127.6155963
133.4,35.71658159,127.614878
133.5,35.71726828,127.6141622
133.6,35.71797946,127.6134833
133.7,35.71872186,127.612857
133.8,35.71950577,127.6123125
133.9,35.72032715,127.6118581
134.0,35.72117897,127.6114978
134.1,35.72205299,127.6112288
134.2,35.72294111,127.6110406
134.3,35.72383484,127.6108969
134.4,35.72472767,127.6107463
134.5,35.72562079,127.6105972
134.6,35.72650974,127.6104143
134.7,35.72738783,127.6101657
134.8,35.72824876,127.6098395
134.9,35.72908361,127.6094238
135.0,35.72988348,127.608915
135.1,35.73064271,127.60832
135.2,35.73135444,127.6076423
135.3,35.73201365,127.606889
135.4,35.73262072,127.6060722
135.5,35.73318354,127.6052089
135.6,35.73371394,127.6043152
135.7,35.73422827,127.6034073
135.8,35.73473766,127.6024952
135.9,35.7352613,127.6015954
136.0,35.73581268,127.6007209
136.1,35.73640566,127.5998887
136.2,35.73705068,127.5991172
136.3,35.73775218,127.5984237
136.4,35.7385142,127.5978351
136.5,35.73931784,127.5973365
136.6,35.74014974,127.5969123
136.7,35.7410152,127.5966041
136.8,35.74189803,127.5963818
136.9,35.7427892,127.596218
137.0,35.74368596,127.5961069
137.1,35.74458358,127.5960063
137.2,35.74548058,127.595898
137.3,35.74637746,127.5957877
137.4,35.74727406,127.5956744
137.5,35.74817173,127.595574
137.6,35.74906889,127.5954669
137.7,35.74996609,127.5953603
137.8,35.75086301,127.5952504
137.9,35.75176134,127.5951605
138.0,35.75266076,127.5950887
138.1,35.75356151,127.5950495
138.2,35.75446288,127.5950539
138.3,35.75536381,127.5950883
138.4,35.75626317,127.5951614
138.5,35.75715957,127.5952768
138.6,35.75805325,127.5954207
138.7,35.75894218,127.5956034
138.8,35.75982584,127.5958215
138.9,35.7607017,127.5960827
139.0,35.76156856,127.5963858
139.1,35.76242917,127.5967139
139.2,35.76327957,127.5970805
139.3,35.76412074,127.5974774
139.4,35.76494991,127.597911
139.5,35.76576685,127.5983782
139.6,35.76657272,127.5988736
139.7,35.76736457,127.5994018
139.8,35.7681384,127.599969
139.9,35.76889828,127.6005638
140.0,35.76964074,127.6011908
140.1,35.77036614,127.6018471
140.2,35.77107441,127.6025311
140.3,35.77176674,127.6032393
140.4,35.77244845,127.6039629
140.5,35.77312406,127.6046951
140.6,35.77379798,127.6054297
140.7,35.77447326,127.6061624
140.8,35.77514877,127.6068947
140.9,35.77582708,127.6076232
141.0,35.7765045,127.6083529
141.1,35.77718027,127.6090849
141.2,35.7778552,127.6098181
141.3,35.77852841,127.6105537
141.4,35.77920164,127.6112892
141.5,35.77987644,127.6120226
141.6,35.78055071,127.6127568
141.7,35.78122914,127.613485
141.8,35.78190119,127.6142222
141.9,35.7825742,127.6149581
142.0,35.78325727,127.6156798
142.1,35.78395605,127.6163785
142.2,35.78467129,127.6170515
142.3,35.78540738,127.61769
142.4,35.78615641,127.6183054
142.5,35.78690602,127.6189197
142.6,35.78765401,127.6195371
142.7,35.78840241,127.6201537
142.8,35.7891488,127.6207739
142.9,35.78989065,127.6214023
143.0,35.79061715,127.6220571
143.1,35.79132576,127.6227408
143.2,35.79201673,127.6234511
143.3,35.79268438,127.6241942
143.4,35.79333062,127.6249654
143.5,35.79395325,127.6257654
143.6,35.79456889,127.6265735
143.7,35.79518391,127.6273824
143.8,35.79579725,127.6281931
143.9,35.7964119,127.6290024
144.0,35.7970287,127.6298092
144.1,35.79763722,127.6306253
144.2,35.79824974,127.631437
144.3,35.79886228,127.6322487
144.4,35.79947399,127.6330614
144.5,35.80008549,127.6338743
144.6,35.80069661,127.6346876
144.7,35.80130925,127.6354992
144.8,35.80192422,127.6363082
144.9,35.80253554,127.6371213
145.0,35.80314691,127.6379344
145.1,35.80375743,127.6387485
145.2,35.80437526,127.6395542
145.3,35.80501871,127.6403286
145.4,35.80570407,127.6410467
145.5,35.80644083,127.6416834
145.6,35.80721841,127.6422425
145.7,35.8080317,127.6427189
145.8,35.80887039,127.6431239
145.9,35.8097363,127.6434294
146.0,35.81061712,127.6436639
146.1,35.81150341,127.6438644
146.2,35.81239087,127.6440582
146.3,35.81327878,127.6442487
146.4,35.81416645,127.6444409
146.5,35.81505393,127.6446345
146.6,35.81594143,127.644828
146.7,35.81682877,127.6450226
146.8,35.8177158,127.6452193
146.9,35.81860318,127.6454136
147.0,35.81949061,127.6456075
147.1,35.8203779,127.6458024
147.2,35.821266,127.6459917
147.3,35.82215376,127.6461833
147.4,35.82304077,127.6463801
147.5,35.82392794,127.6465759
147.6,35.82481666,127.6467602
147.7,35.8257102,127.6469052
147.8,35.82660709,127.6470152
147.9,35.82750693,127.6470784
148.0,35.82840787,127.6471096
148.1,35.82930917,127.6471055
148.2,35.83021002,127.6470684
148.3,35.83111073,127.6470264
148.4,35.83201137,127.6469818
148.5,35.83291214,127.6469413
148.6,35.83381281,127.6468975
148.7,35.83471341,127.6468514
148.8,35.83561413,127.6468094
148.9,35.83651474,127.6467642
149.0,35.83741553,127.6467263
149.1,35.83831607,127.646684
149.2,35.83921631,127.6466424
149.3,35.84011704,127.6466022
149.4,35.84101796,127.6465602
149.5,35.84191874,127.646514
149.6,35.84281883,127.6464733
149.7,35.84371896,127.6464615
149.8,35.84461992,127.6464631
149.9,35.84552049,127.6464866
150.0,35.84642048,127.6465372
150.1,35.84731999,127.646608
150.2,35.84821795,127.6467043
150.3,35.84911501,127.6468124
150.4,35.85001206,127.6469208
150.5,35.85090938,127.6470257
150.6,35.85180788,127.6471134
150.7,35.85270823,127.6471655
150.8,35.85360945,127.6471815
150.9,35.85451069,127.6471628
151.0,35.85541191,127.6471419
151.1,35.85631314,127.6471222
151.2,35.85721432,127.6470988
151.3,35.8581155,127.6470759
151.4,35.85901667,127.6470523
151.5,35.85991785,127.6470295
151.6,35.86081904,127.6470069
151.7,35.86172024,127.6469849
151.8,35.86262143,127.6469621
151.9,35.86352272,127.6469535
152.0,35.86442339,127.646994
152.1,35.86532122,127.6470902
152.2,35.86621388,127.6472431
152.3,35.86709914,127.6474508
152.4,35.86797466,127.6477135
152.5,35.868839,127.6480273
152.6,35.86968888,127.6483958
152.7,35.87052286,127.6488157
152.8,35.87133856,127.6492866
152.9,35.87213534,127.649804
153.0,35.87290667,127.6503765
153.1,35.87365085,127.6510013
153.2,35.87438676,127.6516409
153.3,35.87512372,127.6522785
153.4,35.87586972,127.6528998
153.5,35.87663265,127.6534895
153.6,35.87739777,127.654075
153.7,35.87816313,127.6546601
153.8,35.8789274,127.6552472
153.9,35.87969339,127.655831
154.0,35.88045767,127.6564182
154.1,35.8812222,127.6570049
154.2,35.88198708,127.6575909
154.3,35.88275287,127.6581751
154.4,35.88351657,127.6587634
154.5,35.88428082,127.6593507
154.6,35.88504561,127.6599369
154.7,35.8858112,127.6605215
154.8,35.88658681,127.6610855
154.9,35.88738011,127.6616111
155.0,35.88819108,127.6620944
155.1,35.88901703,127.6625377
155.2,35.88985726,127.6629385
155.3,35.89071023,127.6632964
155.4,35.89157515,127.6636074
155.5,35.89244976,127.6638747
155.6,35.89332932,127.6641167
155.7,35.89421502,127.664322
155.8,35.89510562,127.6644923
155.9,35.89600044,127.664625
156.0,35.8968985,127.6647196
156.1,35.89779734,127.6648026
156.2,35.89869606,127.6648875
156.3,35.89959496,127.6649694
156.4,35.90049367,127.6650545
156.5,35.90139261,127.6651357
156.6,35.90229136,127.6652196
156.7,35.90318986,127.6653079
156.8,35.90408855,127.6653933
156.9,35.90498739,127.6654761
157.0,35.90588614,127.6655606
157.1,35.90678497,127.6656433
157.2,35.9076837,127.6657279
157.3,35.90858253,127.6658111
157.4,35.9094807,127.6659025
157.5,35.91037897,127.6659931
157.6,35.91127921,127.6660453
157.7,35.91217984,127.6660112
157.8,35.91307415,127.6658768
157.9,35.91395495,127.6656434
158.0,35.91481621,127.6653177
158.1,35.91566378,127.6649406
158.2,35.91650849,127.6645541
158.3,35.91735495,127.6641732
158.4,35.91820049,127.6637893
158.5,35.91904673,127.6634078
158.6,35.91989265,127.6630251
158.7,35.92073838,127.6626418
158.8,35.921584,127.6622582
158.9,35.92242836,127.6618704
159.0,35.92326551,127.6614597
159.1,35.92409322,127.661021
159.2,35.92491731,127.6605722
159.3,35.92575406,127.6601606
159.4,35.92660831,127.6598075
159.5,35.92748152,127.659535
159.6,35.92836936,127.6593455
159.7,35.92926591,127.6592334
159.8,35.93016677,127.6592035
159.9,35.93106716,127.6592508
160.0,35.93196252,127.6593767
160.1,35.93285108,127.6595624
160.2,35.93373674,127.6597682
160.3,35.93462251,127.6599727
160.4,35.93550822,127.6601784
160.5,35.93639395,127.6603838
160.6,35.93727976,127.6605887
160.7,35.93816538,127.6607949
160.8,35.93905117,127.661
160.9,35.93993697,127.6612052
161.0,35.94082273,127.6614105
161.1,35.9417085,127.6616158
161.2,35.94259425,127.6618212
161.3,35.94348005,127.6620263
161.4,35.9443661,127.6622297
161.5,35.94525184,127.6624352
161.6,35.94613747,127.6626414
161.7,35.9470234,127.6628456
161.8,35.94790919,127.6630507
161.9,35.94879954,127.663223
162.0,35.94969444,127.6633551
162.1,35.95059281,127.6634441
162.2,35.95149304,127.6634982
162.3,35.95239433,127.6635047
162.4,35.95329509,127.6634668
162.5,35.95419418,127.6633892
162.6,35.95509029,127.6632704
162.7,35.95598179,127.6631072
162.8,35.95686806,127.6629056
162.9,35.95774746,127.6626628
163.0,35.95861859,127.6623787
163.1,35.95948098,127.6620568
163.2,35.96033304,127.6616954
163.3,35.96117268,127.6612923
163.4,35.96200708,127.6608735
163.5,35.96283388,127.660432
163.6,35.96365884,127.6599854
163.7,35.96446738,127.6594956
163.8,35.96525687,127.6589608
163.9,35.96602682,127.6583848
164.0,35.96677122,127.6577599
164.1,35.96748911,127.6570896
164.2,35.96818025,127.656378
164.3,35.96884235,127.6556259
164.4,35.96947874,127.6548408
164.5,35.9700823,127.6540174
164.6,35.97066813,127.653175
164.7,35.97126486,127.6523439
164.8,35.971867,127.6515186
164.9,35.97246497,127.6506896
165.0,35.97307729,127.6498785
165.1,35.97372565,127.6491139
165.2,35.9744137,127.648401
165.3,35.97512597,127.6477295
165.4,35.97586056,127.6470877
165.5,35.97660408,127.6464614
165.6,35.97735698,127.6458517
165.7,35.97810899,127.6452404
165.8,35.97886201,127.644631
165.9,35.97961443,127.6440204
166.0,35.98036693,127.64341
166.1,35.981119,127.6427988
166.2,35.98186613,127.6421784
166.3,35.98261344,127.6415587
166.4,35.9833366,127.6408971
166.5,35.98401119,127.6401624
166.6,35.98461955,127.6393448
166.7,35.98515689,127.6384552
166.8,35.98563229,127.6375133
166.9,35.98609008,127.6365579
167.0,35.98655187,127.6356055
167.1,35.98701193,127.6346519
167.2,35.98747543,127.6337008
167.3,35.98793953,127.63275
167.4,35.9884015,127.6317977
167.5,35.98886019,127.630843
167.6,35.98931881,127.6298882
167.7,35.98977791,127.6289337
167.8,35.99023514,127.6279779
167.9,35.99068994,127.6270203
168.0,35.9911119,127.6260406
168.1,35.99148434,127.6250308
168.2,35.99180313,127.6239935
168.3,35.99207012,127.6229346
168.4,35.99229469,127.6218606
168.5,35.99249107,127.6207781
168.6,35.99269305,127.6196972
168.7,35.99289807,127.6186171
168.8,35.9931075,127.6175383
168.9,35.99331304,127.6164584
169.0,35.99350547,127.6153749
169.1,35.99366996,127.6142844
169.2,35.9938121,127.6131892
169.3,35.99392088,127.6120882
169.4,35.99400619,127.610984
169.5,35.99406376,127.6098773
169.6,35.99410272,127.6087692
169.7,35.99413538,127.6076608
169.8,35.99417184,127.6065525
169.9,35.99420642,127.6054442
170.0,35.99423624,127.6043356
170.1,35.99426537,127.603227
170.2,35.99430119,127.6021187
170.3,35.99436294,127.6010124
170.4,35.99449044,127.5999147
170.5,35.9946934,127.5988343
170.6,35.99498526,127.5977855
170.7,35.99536056,127.5967777
170.8,35.99581832,127.595823
170.9,35.9963473,127.5949255
171.0,35.99694671,127.5940977
171.1,35.99759299,127.5933248
171.2,35.99825303,127.5925698
171.3,35.99891354,127.5918152
171.4,35.99957757,127.5910651
171.5,36.00025248,127.5903301
171.6,36.0009543,127.5896343
171.7,36.00167494,127.5889685
171.8,36.00242495,127.5883534
171.9,36.00319803,127.5877834
172.0,36.00399498,127.5872653
172.1,36.00481135,127.5867954
172.2,36.00564944,127.5863873
172.3,36.00650403,127.5860352
172.4,36.00736581,127.5857103
172.5,36.0082275,127.5853853
172.6,36.00909041,127.5850648
172.7,36.00995185,127.5847383
172.8,36.01081327,127.5844117
172.9,36.01167355,127.5840806
173.0,36.01253413,127.5837507
173.1,36.01339546,127.5834237
173.2,36.01425789,127.5831014
173.3,36.01511842,127.5827713
173.4,36.01598147,127.5824514
173.5,36.01684059,127.5821161
173.6,36.01767766,127.5817055
173.7,36.01848362,127.5812092
173.8,36.01924648,127.5806191
173.9,36.01999629,127.5800034
174.0,36.02075835,127.5794112
174.1,36.02154044,127.5788598
174.2,36.02234428,127.5783581
174.3,36.02316635,127.5779033
174.4,36.02400547,127.5774984
174.5,36.02484278,127.5770876
174.6,36.02568316,127.5766865
174.7,36.02652299,127.5762837
174.8,36.02735986,127.5758723
174.9,36.0281712,127.5753892
175.0,36.02896363,127.5748606
175.1,36.02973151,127.5742799
175.2,36.03047362,127.5736502
175.3,36.03120359,127.5729995
175.4,36.0319575,127.5723915
